product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price,date,cy_date,year,month_name,date_yy_mmm
Prod290,Cus020,Mark011,2020-05-06,1,102,INR,-0.16,-16.32,118.32,2020-05-06,2020-05-01,2020,May,"20-May"
Prod131,Cus020,Mark011,2020-05-18,1,102,INR,0.06,6.12,95.88,2020-05-18,2020-05-01,2020,May,"20-May"
Prod292,Cus020,Mark011,2020-05-20,1,102,INR,0.21,21.42,80.58,2020-05-20,2020-05-01,2020,May,"20-May"
Prod290,Cus020,Mark011,2020-05-22,1,102,INR,0.06,6.12,95.88,2020-05-22,2020-05-01,2020,May,"20-May"
Prod292,Cus020,Mark011,2020-05-22,1,102,INR,-0.15,-15.3,117.3,2020-05-22,2020-05-01,2020,May,"20-May"
Prod131,Cus020,Mark011,2020-05-29,1,102,INR,-0.32,-32.64,134.64,2020-05-29,2020-05-01,2020,May,"20-May"
Prod131,Cus020,Mark011,2020-06-01,1,102,INR,0.25,25.5,76.5,2020-06-01,2020-06-01,2020,June,"20-Jun"
Prod290,Cus020,Mark011,2020-06-01,1,102,INR,0.07,7.14,94.86,2020-06-01,2020-06-01,2020,June,"20-Jun"
Prod292,Cus020,Mark011,2020-06-01,1,102,INR,-0.13,-13.26,115.26,2020-06-01,2020-06-01,2020,June,"20-Jun"
Prod055,Cus020,Mark011,2020-06-03,1,102,INR,0.18,18.36,83.64,2020-06-03,2020-06-01,2020,June,"20-Jun"
Prod056,Cus020,Mark011,2020-06-09,1,102,INR,-0.1,-10.2,112.2,2020-06-09,2020-06-01,2020,June,"20-Jun"
Prod055,Cus020,Mark011,2020-06-09,1,102,INR,-0.06,-6.12,108.12,2020-06-09,2020-06-01,2020,June,"20-Jun"
Prod292,Cus020,Mark011,2020-06-11,1,102,INR,-0.28,-28.56,130.56,2020-06-11,2020-06-01,2020,June,"20-Jun"
Prod290,Cus020,Mark011,2020-06-16,1,102,INR,-0.07,-7.14,109.14,2020-06-16,2020-06-01,2020,June,"20-Jun"
Prod290,Cus020,Mark011,2020-06-23,1,102,INR,-0.3,-30.6,132.6,2020-06-23,2020-06-01,2020,June,"20-Jun"
Prod286,Cus020,Mark011,2020-01-09,1,65,INR,0.3,19.5,45.5,2020-01-09,2020-01-01,2020,January,"20-Jan"
Prod263,Cus020,Mark011,2020-01-03,1,65,INR,0.37,24.05,40.95,2020-01-03,2020-01-01,2020,January,"20-Jan"
Prod263,Cus020,Mark011,2020-01-17,1,65,INR,0.09,5.85,59.15,2020-01-17,2020-01-01,2020,January,"20-Jan"
Prod295,Cus020,Mark011,2020-01-08,1,65,INR,-0.13,-8.45,73.45,2020-01-08,2020-01-01,2020,January,"20-Jan"
Prod294,Cus020,Mark011,2020-01-02,1,204,INR,-0.24,-48.96,252.96,2020-01-02,2020-01-01,2020,January,"20-Jan"
Prod292,Cus020,Mark011,2020-01-16,1,204,INR,0.01,2.04,201.96,2020-01-16,2020-01-01,2020,January,"20-Jan"
Prod278,Cus020,Mark011,2020-01-17,1,204,INR,-0.07,-14.28,218.28,2020-01-17,2020-01-01,2020,January,"20-Jan"
Prod290,Cus020,Mark011,2020-01-21,1,204,INR,0.28,57.12,146.88,2020-01-21,2020-01-01,2020,January,"20-Jan"
Prod292,Cus020,Mark011,2020-01-22,1,204,INR,-0.22,-44.88,248.88,2020-01-22,2020-01-01,2020,January,"20-Jan"
Prod292,Cus020,Mark011,2020-01-27,1,204,INR,0.11,22.44,181.56,2020-01-27,2020-01-01,2020,January,"20-Jan"
Prod131,Cus020,Mark011,2020-01-28,1,204,INR,0.24,48.96,155.04,2020-01-28,2020-01-01,2020,January,"20-Jan"
Prod292,Cus020,Mark011,2020-01-30,1,204,INR,-0.28,-57.12,261.12,2020-01-30,2020-01-01,2020,January,"20-Jan"
Prod131,Cus020,Mark011,2020-01-31,1,204,INR,-0.09,-18.36,222.36,2020-01-31,2020-01-01,2020,January,"20-Jan"
Prod290,Cus020,Mark011,2020-02-03,1,204,INR,0.07,14.28,189.72,2020-02-03,2020-02-01,2020,February,"20-Feb"
Prod292,Cus020,Mark011,2020-02-03,1,204,INR,0.07,14.28,189.72,2020-02-03,2020-02-01,2020,February,"20-Feb"
Prod292,Cus020,Mark011,2020-02-10,1,204,INR,-0.04,-8.16,212.16,2020-02-10,2020-02-01,2020,February,"20-Feb"
Prod290,Cus020,Mark011,2020-02-11,1,204,INR,0.2,40.8,163.2,2020-02-11,2020-02-01,2020,February,"20-Feb"
Prod292,Cus020,Mark011,2020-02-11,1,204,INR,0.32,65.28,138.72,2020-02-11,2020-02-01,2020,February,"20-Feb"
Prod290,Cus020,Mark011,2020-02-14,1,204,INR,0.36,73.44,130.56,2020-02-14,2020-02-01,2020,February,"20-Feb"
Prod058,Cus020,Mark011,2020-02-19,1,204,INR,-0.14,-28.56,232.56,2020-02-19,2020-02-01,2020,February,"20-Feb"
Prod290,Cus020,Mark011,2020-02-21,1,204,INR,-0.25,-51,255,2020-02-21,2020-02-01,2020,February,"20-Feb"
Prod131,Cus020,Mark011,2020-02-27,1,204,INR,-0.14,-28.56,232.56,2020-02-27,2020-02-01,2020,February,"20-Feb"
Prod292,Cus020,Mark011,2020-02-27,1,204,INR,-0.04,-8.16,212.16,2020-02-27,2020-02-01,2020,February,"20-Feb"
Prod290,Cus020,Mark011,2020-02-28,1,204,INR,-0.26,-53.04,257.04,2020-02-28,2020-02-01,2020,February,"20-Feb"
Prod057,Cus020,Mark011,2020-03-11,1,204,INR,0.39,79.56,124.44,2020-03-11,2020-03-01,2020,March,"20-Mar"
Prod057,Cus020,Mark011,2020-03-16,1,204,INR,0.04,8.16,195.84,2020-03-16,2020-03-01,2020,March,"20-Mar"
Prod292,Cus020,Mark011,2020-03-17,1,204,INR,0.37,75.48,128.52,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod290,Cus020,Mark011,2020-03-17,1,204,INR,-0.13,-26.52,230.52,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod057,Cus020,Mark011,2020-03-20,1,204,INR,-0.07,-14.28,218.28,2020-03-20,2020-03-01,2020,March,"20-Mar"
Prod292,Cus020,Mark011,2020-03-20,1,204,INR,0.29,59.16,144.84,2020-03-20,2020-03-01,2020,March,"20-Mar"
Prod131,Cus020,Mark011,2020-03-23,1,204,INR,0.15,30.6,173.4,2020-03-23,2020-03-01,2020,March,"20-Mar"
Prod290,Cus020,Mark011,2020-04-01,1,204,INR,0.18,36.72,167.28,2020-04-01,2020-04-01,2020,April,"20-Apr"
Prod292,Cus020,Mark011,2020-04-07,1,204,INR,-0.29,-59.16,263.16,2020-04-07,2020-04-01,2020,April,"20-Apr"
Prod292,Cus020,Mark011,2020-04-08,1,204,INR,0.23,46.92,157.08,2020-04-08,2020-04-01,2020,April,"20-Apr"
Prod290,Cus020,Mark011,2020-04-08,1,204,INR,0.11,22.44,181.56,2020-04-08,2020-04-01,2020,April,"20-Apr"
Prod292,Cus020,Mark011,2020-04-17,1,204,INR,-0.27,-55.08,259.08,2020-04-17,2020-04-01,2020,April,"20-Apr"
Prod292,Cus020,Mark011,2020-04-23,1,204,INR,0.34,69.36,134.64,2020-04-23,2020-04-01,2020,April,"20-Apr"
Prod290,Cus020,Mark011,2020-04-23,1,204,INR,0.25,51,153,2020-04-23,2020-04-01,2020,April,"20-Apr"
Prod131,Cus020,Mark011,2020-04-29,1,204,INR,0.16,32.64,171.36,2020-04-29,2020-04-01,2020,April,"20-Apr"
Prod290,Cus020,Mark011,2020-04-30,1,204,INR,-0.32,-65.28,269.28,2020-04-30,2020-04-01,2020,April,"20-Apr"
Prod281,Cus020,Mark011,2020-05-05,1,204,INR,0.36,73.44,130.56,2020-05-05,2020-05-01,2020,May,"20-May"
Prod290,Cus020,Mark011,2020-05-05,1,204,INR,0.17,34.68,169.32,2020-05-05,2020-05-01,2020,May,"20-May"
Prod290,Cus020,Mark011,2020-05-12,1,204,INR,-0.03,-6.12,210.12,2020-05-12,2020-05-01,2020,May,"20-May"
Prod290,Cus020,Mark011,2020-05-14,1,204,INR,0.32,65.28,138.72,2020-05-14,2020-05-01,2020,May,"20-May"
Prod290,Cus020,Mark011,2020-05-25,1,204,INR,-0.13,-26.52,230.52,2020-05-25,2020-05-01,2020,May,"20-May"
Prod290,Cus020,Mark011,2020-05-26,1,204,INR,-0.14,-28.56,232.56,2020-05-26,2020-05-01,2020,May,"20-May"
Prod292,Cus020,Mark011,2020-06-09,1,204,INR,0.35,71.4,132.6,2020-06-09,2020-06-01,2020,June,"20-Jun"
Prod290,Cus020,Mark011,2020-06-11,1,204,INR,-0.16,-32.64,236.64,2020-06-11,2020-06-01,2020,June,"20-Jun"
Prod292,Cus020,Mark011,2020-06-15,1,204,INR,0.27,55.08,148.92,2020-06-15,2020-06-01,2020,June,"20-Jun"
Prod280,Cus020,Mark011,2020-01-08,1,106,INR,0.27,28.62,77.38,2020-01-08,2020-01-01,2020,January,"20-Jan"
Prod292,Cus020,Mark011,2020-01-13,1,106,INR,0.15,15.9,90.1,2020-01-13,2020-01-01,2020,January,"20-Jan"
Prod295,Cus020,Mark011,2020-01-16,1,106,INR,-0.18,-19.08,125.08,2020-01-16,2020-01-01,2020,January,"20-Jan"
Prod295,Cus020,Mark011,2020-01-20,1,106,INR,0.34,36.04,69.96,2020-01-20,2020-01-01,2020,January,"20-Jan"
Prod295,Cus020,Mark011,2020-03-16,1,106,INR,-0.06,-6.36,112.36,2020-03-16,2020-03-01,2020,March,"20-Mar"
Prod295,Cus020,Mark011,2020-04-01,1,106,INR,0.29,30.74,75.26,2020-04-01,2020-04-01,2020,April,"20-Apr"
Prod295,Cus020,Mark011,2020-04-03,1,106,INR,0.04,4.24,101.76,2020-04-03,2020-04-01,2020,April,"20-Apr"
Prod295,Cus020,Mark011,2020-04-07,1,106,INR,-0.01,-1.06,107.06,2020-04-07,2020-04-01,2020,April,"20-Apr"
Prod295,Cus020,Mark011,2020-04-08,1,106,INR,0.32,33.92,72.08,2020-04-08,2020-04-01,2020,April,"20-Apr"
Prod295,Cus020,Mark011,2020-05-05,1,106,INR,0.05,5.3,100.7,2020-05-05,2020-05-01,2020,May,"20-May"
Prod295,Cus020,Mark011,2020-05-21,1,106,INR,0.1,10.6,95.4,2020-05-21,2020-05-01,2020,May,"20-May"
Prod271,Cus020,Mark011,2020-01-03,1,69,INR,0.26,17.94,51.06,2020-01-03,2020-01-01,2020,January,"20-Jan"
Prod271,Cus020,Mark011,2020-01-09,1,69,INR,0.29,20.01,48.99,2020-01-09,2020-01-01,2020,January,"20-Jan"
Prod271,Cus020,Mark011,2020-01-17,1,69,INR,-0.19,-13.11,82.11,2020-01-17,2020-01-01,2020,January,"20-Jan"
Prod286,Cus020,Mark011,2020-01-21,1,69,INR,-0.04,-2.76,71.76,2020-01-21,2020-01-01,2020,January,"20-Jan"
Prod286,Cus020,Mark011,2020-02-03,1,69,INR,0.17,11.73,57.27,2020-02-03,2020-02-01,2020,February,"20-Feb"
Prod295,Cus020,Mark011,2020-02-13,1,69,INR,0.09,6.21,62.79,2020-02-13,2020-02-01,2020,February,"20-Feb"
Prod286,Cus020,Mark011,2020-02-18,1,69,INR,-0.26,-17.94,86.94,2020-02-18,2020-02-01,2020,February,"20-Feb"
Prod286,Cus020,Mark011,2020-02-21,1,69,INR,-0.08,-5.52,74.52,2020-02-21,2020-02-01,2020,February,"20-Feb"
Prod286,Cus020,Mark011,2020-02-24,1,69,INR,0.14,9.66,59.34,2020-02-24,2020-02-01,2020,February,"20-Feb"
Prod295,Cus020,Mark011,2020-02-24,1,69,INR,0.27,18.63,50.37,2020-02-24,2020-02-01,2020,February,"20-Feb"
Prod286,Cus020,Mark011,2020-03-02,1,69,INR,-0.1,-6.9,75.9,2020-03-02,2020-03-01,2020,March,"20-Mar"
Prod286,Cus020,Mark011,2020-03-11,1,69,INR,-0.35,-24.15,93.15,2020-03-11,2020-03-01,2020,March,"20-Mar"
Prod286,Cus020,Mark011,2020-03-16,1,69,INR,0.12,8.28,60.72,2020-03-16,2020-03-01,2020,March,"20-Mar"
Prod286,Cus020,Mark011,2020-03-17,1,69,INR,0.27,18.63,50.37,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod295,Cus020,Mark011,2020-03-17,1,69,INR,0.37,25.53,43.47,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod286,Cus020,Mark011,2020-03-23,1,69,INR,0.27,18.63,50.37,2020-03-23,2020-03-01,2020,March,"20-Mar"
Prod286,Cus020,Mark011,2020-03-24,1,69,INR,-0.02,-1.38,70.38,2020-03-24,2020-03-01,2020,March,"20-Mar"
Prod295,Cus020,Mark011,2020-03-24,1,69,INR,-0.16,-11.04,80.04,2020-03-24,2020-03-01,2020,March,"20-Mar"
Prod295,Cus020,Mark011,2020-03-27,1,69,INR,-0.04,-2.76,71.76,2020-03-27,2020-03-01,2020,March,"20-Mar"
Prod286,Cus020,Mark011,2020-04-02,1,69,INR,0.25,17.25,51.75,2020-04-02,2020-04-01,2020,April,"20-Apr"
Prod295,Cus020,Mark011,2020-04-06,1,69,INR,0.27,18.63,50.37,2020-04-06,2020-04-01,2020,April,"20-Apr"
Prod286,Cus020,Mark011,2020-04-09,1,69,INR,-0.09,-6.21,75.21,2020-04-09,2020-04-01,2020,April,"20-Apr"
Prod295,Cus020,Mark011,2020-04-17,1,69,INR,-0.13,-8.97,77.97,2020-04-17,2020-04-01,2020,April,"20-Apr"
Prod286,Cus020,Mark011,2020-04-21,1,69,INR,0.21,14.49,54.51,2020-04-21,2020-04-01,2020,April,"20-Apr"
Prod286,Cus020,Mark011,2020-04-23,1,69,INR,0.34,23.46,45.54,2020-04-23,2020-04-01,2020,April,"20-Apr"
Prod286,Cus020,Mark011,2020-04-24,1,69,INR,-0.07,-4.83,73.83,2020-04-24,2020-04-01,2020,April,"20-Apr"
Prod295,Cus020,Mark011,2020-04-29,1,69,INR,-0.05,-3.45,72.45,2020-04-29,2020-04-01,2020,April,"20-Apr"
Prod286,Cus020,Mark011,2020-05-05,1,69,INR,0.4,27.6,41.4,2020-05-05,2020-05-01,2020,May,"20-May"
Prod286,Cus020,Mark011,2020-05-08,1,69,INR,-0.2,-13.8,82.8,2020-05-08,2020-05-01,2020,May,"20-May"
Prod286,Cus020,Mark011,2020-05-21,1,69,INR,-0.26,-17.94,86.94,2020-05-21,2020-05-01,2020,May,"20-May"
Prod286,Cus020,Mark011,2020-05-26,1,69,INR,0.04,2.76,66.24,2020-05-26,2020-05-01,2020,May,"20-May"
Prod286,Cus020,Mark011,2020-05-27,1,69,INR,-0.16,-11.04,80.04,2020-05-27,2020-05-01,2020,May,"20-May"
Prod295,Cus020,Mark011,2020-05-28,1,69,INR,0.18,12.42,56.58,2020-05-28,2020-05-01,2020,May,"20-May"
Prod286,Cus020,Mark011,2020-05-28,1,69,INR,-0.21,-14.49,83.49,2020-05-28,2020-05-01,2020,May,"20-May"
Prod295,Cus020,Mark011,2020-06-02,1,69,INR,-0.25,-17.25,86.25,2020-06-02,2020-06-01,2020,June,"20-Jun"
Prod286,Cus020,Mark011,2020-06-08,1,69,INR,-0.35,-24.15,93.15,2020-06-08,2020-06-01,2020,June,"20-Jun"
Prod295,Cus020,Mark011,2020-06-11,1,69,INR,0.01,0.69,68.31,2020-06-11,2020-06-01,2020,June,"20-Jun"
Prod263,Cus020,Mark011,2020-01-16,1,69,INR,-0.33,-22.77,91.77,2020-01-16,2020-01-01,2020,January,"20-Jan"
Prod263,Cus020,Mark011,2020-01-27,1,69,INR,0.07,4.83,64.17,2020-01-27,2020-01-01,2020,January,"20-Jan"
Prod263,Cus020,Mark011,2020-01-31,1,69,INR,-0.03,-2.07,71.07,2020-01-31,2020-01-01,2020,January,"20-Jan"
Prod263,Cus020,Mark011,2020-02-04,1,69,INR,0.3,20.7,48.3,2020-02-04,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-02-05,1,69,INR,0.28,19.32,49.68,2020-02-05,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-02-06,1,69,INR,0.38,26.22,42.78,2020-02-06,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-02-10,1,69,INR,-0.35,-24.15,93.15,2020-02-10,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-02-12,1,69,INR,-0.31,-21.39,90.39,2020-02-12,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-02-13,1,69,INR,-0.02,-1.38,70.38,2020-02-13,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-02-18,1,69,INR,-0.22,-15.18,84.18,2020-02-18,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-02-21,1,69,INR,0.19,13.11,55.89,2020-02-21,2020-02-01,2020,February,"20-Feb"
Prod263,Cus020,Mark011,2020-04-14,1,69,INR,0.01,0.69,68.31,2020-04-14,2020-04-01,2020,April,"20-Apr"
Prod263,Cus020,Mark011,2020-04-17,1,69,INR,0.19,13.11,55.89,2020-04-17,2020-04-01,2020,April,"20-Apr"
Prod263,Cus020,Mark011,2020-04-23,1,69,INR,0.26,17.94,51.06,2020-04-23,2020-04-01,2020,April,"20-Apr"
Prod263,Cus020,Mark011,2020-04-27,1,69,INR,-0.05,-3.45,72.45,2020-04-27,2020-04-01,2020,April,"20-Apr"
Prod263,Cus020,Mark011,2020-05-12,1,69,INR,0.39,26.91,42.09,2020-05-12,2020-05-01,2020,May,"20-May"
Prod263,Cus020,Mark011,2020-05-18,1,69,INR,0.23,15.87,53.13,2020-05-18,2020-05-01,2020,May,"20-May"
Prod263,Cus020,Mark011,2020-05-19,1,69,INR,0.33,22.77,46.23,2020-05-19,2020-05-01,2020,May,"20-May"
Prod263,Cus020,Mark011,2020-05-26,1,69,INR,-0.25,-17.25,86.25,2020-05-26,2020-05-01,2020,May,"20-May"
Prod263,Cus020,Mark011,2020-05-29,1,69,INR,-0.3,-20.7,89.7,2020-05-29,2020-05-01,2020,May,"20-May"
Prod263,Cus020,Mark011,2020-06-05,1,69,INR,0.3,20.7,48.3,2020-06-05,2020-06-01,2020,June,"20-Jun"
Prod263,Cus020,Mark011,2020-06-19,1,69,INR,0.36,24.84,44.16,2020-06-19,2020-06-01,2020,June,"20-Jun"
Prod056,Cus020,Mark011,2020-01-10,1,185,INR,-0.32,-59.2,244.2,2020-01-10,2020-01-01,2020,January,"20-Jan"
Prod300,Cus020,Mark011,2020-01-13,1,185,INR,0.1,18.5,166.5,2020-01-13,2020-01-01,2020,January,"20-Jan"
Prod296,Cus020,Mark011,2020-01-15,1,185,INR,0.34,62.9,122.1,2020-01-15,2020-01-01,2020,January,"20-Jan"
Prod296,Cus020,Mark011,2020-01-21,1,185,INR,0.23,42.55,142.45,2020-01-21,2020-01-01,2020,January,"20-Jan"
Prod058,Cus020,Mark011,2020-01-22,1,185,INR,-0.04,-7.4,192.4,2020-01-22,2020-01-01,2020,January,"20-Jan"
Prod296,Cus020,Mark011,2020-01-22,1,185,INR,0.34,62.9,122.1,2020-01-22,2020-01-01,2020,January,"20-Jan"
Prod297,Cus020,Mark011,2020-01-31,1,185,INR,-0.27,-49.95,234.95,2020-01-31,2020-01-01,2020,January,"20-Jan"
Prod296,Cus020,Mark011,2020-02-02,1,185,INR,0.26,48.1,136.9,2020-02-02,2020-02-01,2020,February,"20-Feb"
